gen_data,true_data
โรงพยาบาลศรีสรรค์,โรงพยาบาลศรีสวรรค์
โรงพยาบลศิครินทร์,โรงพยาบาลศิครินทร์
โรงพยาบาลศิริราชปิยมหาราชารุณย์,โรงพยาบาลศิริราชปิยมหาราชการุณย์
โรงพยาบาลศิริราชยาบาล,โรงพยาบาลศิริราชพยาบาล
โรงพยาบาลศริเวชลาพูน,โรงพยาบาลศิริเวชลาพูน
โงพยาบาลศิลาลาด,โรงพยาบาลศิลาลาด
โรงพยาบาลศุกร์ศิริศรีสวัสิ์,โรงพยาบาลศุกร์ศิริศรีสวัสดิ์
โรงพยบาลศุภมิตรสุพรรณบุรี,โรงพยาบาลศุภมิตรสุพรรณบุรี
โรงพยาาลสกลนคร,โรงพยาบาลสกลนคร
โรงพยาบลสงขลา,โรงพยาบาลสงขลา
โรงพยาบาลส่งเสริมุขภาพ ศูนย์อนามัยที่ 2,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 2
โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยี่ 3,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3
รงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5
โงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 6,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 6
โรงพยบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7
โรงพยาบาลส่งเสริมสุขภาพ ศูนยอนามัยที่4,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่4
โรงพยาบาลส่งเสริมสุขาพเชียงใหม่,โรงพยาบาลส่งเสริมสุขภาพเชียงใหม่
โรงพยาบาลสึก,โรงพยาบาลสตึก
โรงพยาบลสตูล,โรงพยาบาลสตูล
โรงพยบาลสถานพระบารมี,โรงพยาบาลสถานพระบารมี
โรงพยาบาสทิงพระ,โรงพยาบาลสทิงพระ
โรงพยาบาลสนาจันทร์,โรงพยาบาลสนามจันทร์
โรงพยาบาลสนามชัยขต,โรงพยาบาลสนามชัยเขต
โรงพยาบาลสบปรบ,โรงพยาบาลสบปราบ
โรงพยาบาลสบเม,โรงพยาบาลสบเมย
โรงพยาบาลสมเด็จพระญาณสังวร,โรงพยาบาลสมเด็จพระญาณสังวร
โรงพยาบาลสมเด็จพระนางเจา้ิริกิต์ิ,โรงพยาบาลสมเด็จพระนางเจา้สิริกิต์ิ
โรงพาบาลสมเด็จพระบรมราชเทวีณศรีราชา,โรงพยาบาลสมเด็จพระบรมราชเทวีณศรีราชา
